Credit Number,Region,Country,Credit Status,Service Charge Rate,Currency of Commitment,Project ID,Project Name,Original Principal Amount,Cancelled Amount,Undisbursed Amount,Disbursed Amount,Repaid to IDA,First Repayment Date,Last Repayment Date,Agreement Signing Date
IDA01380,SOUTH ASIA,India,Fully Repaid,0.75,USD,P009645,INDUS. IMPORTS V,150793040.6,0,0,150793040.6,150793040.6,09/15/1979,15/03/2019,22/01/1969
IDA01390,LATIN AMERICA AND CARIBBEAN,Guyana,Fully Repaid,0.75,USD,P007227,EDUCATION,3033403.66,0,0,3033403.66,3033403.66,06/15/1979,15/12/2018,31/01/1969
IDA01400,AFRICA WEST,Senegal,Fully Repaid,0.75,USD,P002274,AGRICULTURAL CREDIT,6932837.21,0,0,6932837.21,6932837.21,01/01/1979,01/07/2018,10/02/1969
IDA01410,AFRICA WEST,Burkina Faso,Fully Repaid,0.75,USD,P000241,TELECOMMUNICATIONS,868005.31,0,0,868005.31,868005.31,04/15/1979,15/10/2018,18/02/1969
IDA01421,AFRICA EAST,Tanzania,Fully Repaid,0.75,USD,P002680,TANZAM HIGHWAY,9663135.32,0,0,9663135.32,9663135.32,03/01/1979,01/09/2018,24/02/1969
IDA01422,AFRICA EAST,Tanzania,Fully Repaid,0.75,USD,P002680,TANZAM HIGHWAY,9035201.81,0,0,9035201.81,9035201.81,03/01/1979,01/09/2018,24/11/1969
IDA01430,EUROPE AND CENTRAL ASIA,Turkey,Fully Repaid,0.75,USD,P008885,SEYHAN IRRIGATION II,14154285.98,0,0,14154285.98,14154285.98,06/01/1979,01/12/2018,28/02/1969
IDA01441,AFRICA WEST,Benin,Fully Repaid,0.75,USD,P000062,HINVI AGRIC DEVELOPM,4945091.29,0,0,4945091.29,4945091.29,09/01/1979,01/03/2019,05/03/1969
IDA01442,AFRICA WEST,Benin,Fully Repaid,0.75,USD,P000062,HINVI AGRIC DEVELOPM,600000,0,0,600000,600000,09/01/1979,01/03/2019,22/03/1974
IDA01450,SOUTH ASIA,Pakistan,Fully Repaid,0.75,USD,P010053,E/W TELECOMMUNICATIO,17575314.5,7286000,0,10289314.5,10289314.5,06/15/1979,15/12/2018,06/03/1969
IDA01460,AFRICA WEST,Central African Republic,Fully Repaid,0.75,USD,P000439,BANGUI-MBAIKI ROAD,4848767.41,0,0,4848767.41,4848767.41,09/01/1979,01/03/2019,03/04/1969
IDA01470,AFRICA EAST,Burundi,Fully Repaid,0.75,USD,P000167,ARABICA COFFEE IMPRO,1929019.45,0,0,1929019.45,1929019.45,05/01/1979,01/11/2018,11/04/1969
IDA01480,LATIN AMERICA AND CARIBBEAN,Bolivia,Fully Repaid,0.75,USD,P006113,ENDE II,8479168.75,0,0,8479168.75,8479168.75,06/15/1979,15/12/2018,28/04/1969
IDA01490,AFRICA EAST,Tanzania,Fully Repaid,0.75,USD,P002679,EDUCATION II,5300794.61,0,0,5300794.61,5300794.61,12/15/1978,15/06/2018,29/05/1969
IDA01500,MIDDLE EAST AND NORTH AFRICA,Tunisia,Fully Repaid,0.75,USD,P005600,RAILROAD,9909795.85,0,0,9909795.85,9909795.85,10/15/1979,15/04/2019,04/06/1969
IDA01510,EAST ASIA AND PACIFIC,"Korea, Republic of",Fully Repaid,0.75,USD,P004043,EDUCATION,15131347.69,126484.81,0,15004862.88,15004862.88,06/15/1979,15/12/2018,04/06/1969
IDA01520,AFRICA EAST,"Congo, Democratic Republic of",Fully Repaid,0.75,USD,P003011,HIGHWAY TECH ASSISTA,6801917.28,0,0,6801917.28,6801917.28,06/15/1979,15/12/2018,09/06/1969
IDA01530,SOUTH ASIA,India,Fully Repaid,0.75,USD,P009644,TELECOMMUNICATIONS I,33136420.17,0,0,33136420.17,33136420.17,06/15/1979,15/12/2018,18/06/1969
IDA01540,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003704,ROADS EMERGENCY REHA,32580275.65,184796.61,0,32395479.04,32395479.04,12/15/1979,15/06/2019,20/06/1969
IDA01550,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003703,AGRICULTURAL ESTATES,17573763.78,14159.82,0,17559603.96,17559603.96,12/15/1979,15/06/2019,20/06/1969
IDA01560,LATIN AMERICA AND CARIBBEAN,Paraguay,Fully Repaid,0.75,USD,P007855,LIVESTOCK DEVT III,5093414.72,0,0,5093414.72,5093414.72,10/01/1979,01/04/2019,25/06/1969
IDA01570,SOUTH ASIA,Pakistan,Fully Repaid,0.75,USD,P010056,E/W AGRIC CREDIT ADB,34093823.51,271399.98,0,33822423.53,33822423.53,12/15/1979,15/06/2019,26/06/1969
IDA01580,SOUTH ASIA,Afghanistan,Fully Repaid,0.75,USD,P009300,HIGHWAY MAINTENANCE,5509001.29,0,0,5509001.29,5509001.29,06/15/1979,15/12/2018,26/06/1969
IDA01590,AFRICA WEST,Mauritania,Fully Repaid,0.75,USD,P001815,ROAD MAINTENANCE,3428005.08,0,0,3428005.08,3428005.08,12/01/1979,01/06/2019,26/06/1969
IDA01600,AFRICA WEST,Ghana,Fully Repaid,0.75,USD,P000840,ACCRA TEMA WATER SUP,3971799.33,1858.33,0,3969941,3969941,12/15/1979,15/06/2019,28/08/1969
IDA01610,AFRICA WEST,Cameroon,Fully Repaid,0.75,USD,P000316,EDUCATION I,10567622.28,0,0,10567622.28,10567622.28,12/15/1979,15/06/2019,23/09/1969
IDA01611,AFRICA WEST,Cameroon,Fully Repaid,0.75,USD,P000316,EDUCATION I,1200000,0,0,1200000,1200000,12/15/1979,15/06/2019,30/07/1975
IDA01620,SOUTH ASIA,India,Repaying,0.75,USD,P009651,RAILWAYS X,66348938.06,0,0,66348938.06,66348938.06,11/01/1979,01/05/2019,24/09/1969
IDA01630,AFRICA WEST,Ghana,Fully Repaid,0.75,USD,P000837,FISHERIES I,1326920.32,0,0,1326920.32,1326920.32,12/15/1979,15/06/2019,25/09/1969
IDA01640,AFRICA EAST,Uganda,Fully Repaid,0.75,USD,P002899,ROADS II,13032534.16,0,0,13032534.16,13032534.16,03/15/1980,15/09/2019,29/09/1969
IDA01650,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003709,DJAKARTA POWER DISTR,15805812.23,0,0,15805812.23,15805812.23,12/15/1979,15/06/2019,29/10/1969
IDA01660,SOUTH ASIA,Nepal,Fully Repaid,0.75,USD,P010061,TELECOMMUNICATIONS,1781585.2,6297.39,0,1775287.81,1775287.81,09/15/1979,15/03/2019,10/11/1969
IDA01670,MIDDLE EAST AND NORTH AFRICA,Morocco,Fully Repaid,0.75,USD,P005357,ROADS I,8206013.77,0,0,8206013.77,8206013.77,03/15/1980,15/09/2019,13/11/1969
IDA01680,SOUTH ASIA,Sri Lanka,Fully Repaid,0.75,USD,P010060,LAND RECLAMATION,2635344.61,18103.69,0,2617240.92,2617240.92,11/01/1979,01/05/2019,13/11/1969
IDA01690,AFRICA EAST,Ethiopia,Fully Repaid,0.75,USD,P000670,WOLAMO AGRIC DEVELOP,3928693.9,0,0,3928693.9,3928693.9,12/15/1979,15/06/2019,26/11/1969
IDA01700,AFRICA WEST,Sierra Leone,Fully Repaid,0.75,USD,P002389,EDUCATION,3075845.25,0,0,3075845.25,3075845.25,05/01/1980,01/11/2019,05/01/1970
IDA01710,LATIN AMERICA AND CARIBBEAN,Bolivia,Fully Repaid,0.75,USD,P006114,LIVESTOCK II,1601702.48,0,0,1601702.48,1601702.48,05/15/1980,15/11/2019,13/01/1970
IDA01720,AFRICA EAST,Botswana,Repaying,0.75,USD,P000126,SHASHI RIVER POWER E,2820170.26,910000,0,1910170.26,1910170.26,11/01/1979,01/05/2019,15/01/1970
IDA01730,LATIN AMERICA AND CARIBBEAN,Ecuador,Fully Repaid,0.75,USD,P007041,LIVESTOCK II,1779255.7,0,0,1779255.7,1779255.7,02/15/1980,15/08/2019,20/01/1970
IDA01740,SOUTH ASIA,Sri Lanka,Fully Repaid,0.75,USD,P010062,MAHAWELI IRRIGATION,15457954.69,0,0,15457954.69,15457954.69,02/01/1980,01/08/2019,30/01/1970
IDA01750,EAST ASIA AND PACIFIC,Papua New Guinea,Fully Repaid,0.75,USD,P004348,AGRICULTURAL DEVT.II,5518888.5,0,0,5518888.5,5518888.5,12/15/1979,15/06/2019,30/01/1970
IDA01760,SOUTH ASIA,India,Fully Repaid,0.75,USD,P009648,KADANA IRRIGATION,36545677.97,0,0,36545677.97,36545677.97,02/15/1980,15/08/2019,09/02/1970
IDA01770,SOUTH ASIA,Pakistan,Fully Repaid,0.75,USD,P010063,E/W IDBP I,21574664.33,2200059.5,0,19374604.83,19374604.83,05/01/1980,01/11/2019,11/02/1970
IDA01780,AFRICA EAST,Malawi,Fully Repaid,0.75,USD,P001592,TEDZANI POWER,6086787.25,0,0,6086787.25,6086787.25,05/15/1980,15/11/2019,11/02/1970
IDA01790,LATIN AMERICA AND CARIBBEAN,Honduras,Fully Repaid,0.75,USD,P007340,LIVESTOCK CREDIT,2759901.36,0,0,2759901.36,2759901.36,02/15/1980,15/08/2019,02/03/1970
IDA01800,AFRICA WEST,Cameroon,Fully Repaid,0.75,USD,P000317,ROADS I,7882350.65,0,0,7882350.65,7882350.65,06/01/1980,01/12/2019,27/03/1970
IDA01801,AFRICA WEST,Cameroon,Fully Repaid,0.75,USD,P000317,ROADS I,1000000,0,0,1000000,1000000,06/01/1980,01/12/2019,30/07/1975
IDA01810,MIDDLE EAST AND NORTH AFRICA,"Egypt, Arab Republic of",Fully Repaid,0.75,USD,P004983,NILE DELTA DRAINAGE I,26245450.21,2011323.58,0,24234126.63,24234126.63,11/01/1979,01/05/2019,17/04/1970
IDA01820,SOUTH ASIA,India,Fully Repaid,0.75,USD,P009650,INDUS. IMPORTS VI,90475824.54,0,0,90475824.54,90475824.54,08/15/1980,15/02/2020,24/04/1970
IDA01830,EAST ASIA AND PACIFIC,"Korea, Republic of",Fully Repaid,0.75,USD,P004045,RAILWAYS III,18085883.58,0,0,18085883.58,18085883.58,03/01/1980,01/09/2019,14/05/1970
IDA01840,SOUTH ASIA,Pakistan,Fully Cancelled,0.75,USD,P009356,IRRIG. CHANDAPOUR II,13000000,13000000,0,0,0,05/01/1980,01/11/2019,14/05/1970
IDA01850,AFRICA EAST,Kenya,Fully Repaid,0.75,USD,P001230,EDUCATION II,6225729.69,0,0,6225729.69,6225729.69,09/01/1980,01/03/2020,20/05/1970
IDA01860,SOUTH ASIA,Pakistan,Fully Repaid,0.75,USD,P010065,E/W TELECOMMUNICATIO,15230771.06,0,0,15230771.06,15230771.06,08/01/1980,01/02/2020,22/05/1970
IDA01871,AFRICA WEST,"Gambia, The",Fully Repaid,0.75,USD,P000797,BATHURST PORT REHAB,2213180.74,0,0,2213180.74,2213180.74,08/01/1980,01/02/2020,26/05/1970
IDA01872,AFRICA WEST,"Gambia, The",Fully Repaid,0.75,USD,P000797,BATHURST PORT REHAB,2400000,0,0,2400000,2400000,08/01/1980,01/02/2020,01/04/1974
IDA01880,AFRICA EAST,Ethiopia,Fully Repaid,0.75,USD,P000671,SETTIT HUMERA AG DEV,3333881.74,178419.06,0,3155462.68,3155462.68,08/15/1980,15/02/2020,28/05/1970
IDA01890,AFRICA WEST,"Congo, Republic of",Fully Repaid,0.75,USD,P000538,HIGHWAY (PT NOIRE BO,1673204.55,0,0,1673204.55,1673204.55,11/15/1980,15/05/2020,28/05/1970
IDA01900,AFRICA EAST,"Congo, Democratic Republic of",Fully Repaid,0.75,USD,P003012,DFC,5600024.85,0,0,5600024.85,5600024.85,06/15/1980,15/12/2019,28/05/1970
IDA01910,SOUTH ASIA,India,Fully Repaid,0.75,USD,P009646,GUJARAT AGRIC CREDIT,37935316.21,0,0,37935316.21,37935316.21,05/15/1980,15/11/2019,03/06/1970
IDA01920,SOUTH ASIA,Pakistan,Fully Cancelled,0.75,USD,P009359,SMALL INDUSTRIES I,3000000,3000000,0,0,0,10/01/1980,01/04/2020,10/06/1970
IDA01931,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003708,PUSRI FERT & GAS CON,30734930.29,0,0,30734930.29,30734930.29,10/01/1980,01/04/2020,15/06/1970
IDA01932,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003708,PUSRI FERT & GAS CON,5000000,0,0,5000000,5000000,10/01/1980,01/04/2020,21/05/1973
IDA01940,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003707,AGRICULTURAL ESTATES,17532144.47,89021.01,0,17443123.46,17443123.46,11/01/1980,01/05/2020,15/06/1970
IDA01950,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003706,IRRIG II DJATILUHAR,19142570.31,0,0,19142570.31,19142570.31,11/01/1980,01/05/2020,15/06/1970
IDA01960,AFRICA EAST,Rwanda,Fully Repaid,0.75,USD,P002190,KIGALI GATUNA HIGHWA,9468801.65,0,0,9468801.65,9468801.65,07/01/1980,01/01/2020,17/06/1970
IDA01961,AFRICA EAST,Rwanda,Fully Repaid,0.75,USD,P002190,KIGALI GATUNA HIGHWA,9500000,0,0,9500000,9500000,07/01/1980,01/01/2020,19/12/1975
IDA01970,AFRICA WEST,Mali,Fully Repaid,0.75,USD,P001685,ROAD STUDIES,8859298.05,0,0,8859298.05,8859298.05,12/01/1980,01/06/2020,17/06/1970
IDA01980,AFRICA WEST,Senegal,Fully Repaid,0.75,USD,P002275,HIGHWAYS,2338243.65,37,0,2338206.65,2338206.65,09/01/1980,01/03/2020,19/06/1970
IDA01990,AFRICA WEST,Central African Republic,Fully Repaid,0.75,USD,P000440,ROAD MAINTENANCE,4628521.28,0,0,4628521.28,4628521.28,12/15/1980,15/06/2020,19/06/1970
IDA02001,AFRICA EAST,Madagascar,Fully Repaid,0.75,USD,P001471,TAMATAVE PORT,9852918.44,0,0,9852918.44,9852918.44,12/15/1980,15/06/2020,19/06/1970
IDA02002,AFRICA EAST,Madagascar,Fully Repaid,0.75,USD,P001471,TAMATAVE PORT,1800000,1118.69,0,1798881.31,1798881.31,12/15/1980,15/06/2020,19/10/1973
IDA02010,LATIN AMERICA AND CARIBBEAN,Honduras,Fully Repaid,0.75,USD,P007341,POWER DISTRIBUTION,6230128.06,0,0,6230128.06,6230128.06,12/01/1980,01/06/2020,24/06/1970
IDA02020,SOUTH ASIA,Afghanistan,Fully Repaid,0.75,USD,P009301,AGRICULTURAL BANK I,5290501.8,0,0,5290501.8,5290501.8,06/15/1980,15/12/2019,24/06/1970
IDA02030,SOUTH ASIA,India,Fully Repaid,0.75,USD,P009647,PUNJAB AGRIC CREDIT,27500000,0,0,27500000,27500000,08/15/1980,15/02/2020,24/06/1970
IDA02040,EAST ASIA AND PACIFIC,Papua New Guinea,Fully Repaid,0.75,USD,P004349,HIGHLANDS HIGHWAY,5428549.49,0,0,5428549.49,5428549.49,12/15/1980,15/06/2020,24/06/1970
IDA02050,AFRICA WEST,Ghana,Fully Repaid,0.75,USD,P000838,COCOA DEVELOPMENT,8575953.91,0,0,8575953.91,8575953.91,12/15/1980,15/06/2020,26/06/1970
IDA02060,SOUTH ASIA,Pakistan,Fully Repaid,0.75,USD,P010066,WP EDUCATION COLLEGE,8000384.54,4055106.89,0,3945277.65,3945277.65,10/01/1980,01/04/2020,29/06/1970
IDA02070,AFRICA WEST,Niger,Fully Repaid,0.75,USD,P001936,AGRICULTURAL CREDIT,604361.51,44333.43,0,560028.08,560028.08,07/15/1980,15/01/2020,29/06/1970
IDA02080,SOUTH ASIA,Pakistan,Fully Cancelled,0.75,USD,P009357,IRRIG. TUBEWELLS,14000000,14000000,0,0,0,10/01/1980,01/04/2020,30/06/1970
IDA02090,MIDDLE EAST AND NORTH AFRICA,Tunisia,Fully Repaid,0.75,USD,P005603,WATER SUPPLY II,10539626.89,0,0,10539626.89,10539626.89,11/15/1980,15/05/2020,30/06/1970
IDA02100,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003714,TELECOMMUNICATIONS I,12939856.6,167691.69,0,12772164.91,12772164.91,12/01/1980,01/06/2020,13/07/1970
IDA02110,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003711,FISHERIES,3517527.02,0,0,3517527.02,3517527.02,11/01/1980,01/05/2020,13/07/1970
IDA02120,AFRICA EAST,Uganda,Fully Repaid,0.75,USD,P002900,TOBACCO FARMING,4158804.98,0,0,4158804.98,4158804.98,09/15/1980,15/03/2020,24/07/1970
IDA02130,SOUTH ASIA,Pakistan,Fully Repaid,0.75,USD,P010068,WAPDA TRANSMISSION (,23124877.36,0,0,23124877.36,23124877.36,08/01/1980,01/02/2020,14/08/1970
IDA02140,AFRICA EAST,Madagascar,Fully Repaid,0.75,USD,P001472,IRRIGATION-LAKE ALAO,5160982.76,0,0,5160982.76,5160982.76,10/15/1980,15/04/2020,17/08/1970
IDA02150,AFRICA WEST,Benin,Fully Repaid,0.75,USD,P000063,HIGHWAY MAINT.& ENG.,4062227.67,595.34,0,4061632.33,4061632.33,01/15/1981,15/07/2020,09/09/1970
IDA02160,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003717,TECHNICAL ASSISTANCE,4350782.85,0,0,4350782.85,4350782.85,10/01/1980,01/04/2020,15/09/1970
IDA02170,AFRICA EAST,Tanzania,Fully Repaid,0.75,USD,P002682,FLUE-CURED TOBACCO,9071687.9,0,0,9071687.9,9071687.9,10/01/1980,01/04/2020,09/10/1970
IDA02180,AFRICA WEST,Sierra Leone,Fully Repaid,0.75,USD,P002390,BO KENEMA ROAD,3658061.26,0,0,3658061.26,3658061.26,04/01/1981,01/10/2020,29/10/1970
IDA02190,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003715,TECHNICAL EDUCATION,4602334.04,105306.87,0,4497027.17,4497027.17,12/01/1980,01/06/2020,06/11/1970
IDA02200,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003712,IRRIGATION REHAB III,14979041.15,0,0,14979041.15,14979041.15,12/01/1980,01/06/2020,06/11/1970
IDA02210,LATIN AMERICA AND CARIBBEAN,Guyana,Fully Repaid,0.75,USD,P007228,LIVESTOCK,2211250.5,20666.67,0,2190583.83,2190583.83,04/01/1981,01/10/2020,27/11/1970
IDA02220,LATIN AMERICA AND CARIBBEAN,Ecuador,Fully Repaid,0.75,USD,P007042,LIVESTOCK III,10090815.36,0,0,10090815.36,10090815.36,04/15/1981,15/10/2020,10/12/1970
IDA02230,SOUTH ASIA,Nepal,Fully Repaid,0.75,USD,P010069,HIGHWAYS I,2511997.8,342913.51,0,2169084.29,2169084.29,03/15/1981,15/09/2020,21/12/1970
IDA02240,AFRICA EAST,Kenya,Fully Repaid,0.75,USD,P001233,ROAD,12843192.09,0,0,12843192.09,12843192.09,04/01/1981,01/10/2020,28/12/1970
IDA02250,AFRICA WEST,Burkina Faso,Fully Repaid,0.75,USD,P000242,WEST VOLTA COTTON,6336570.1,0,0,6336570.1,6336570.1,04/01/1981,01/10/2020,30/12/1970
IDA02260,SOUTH ASIA,India,Fully Repaid,0.75,USD,P009653,CREDIT-ANDHRA PRADES,25526739.81,0,0,25526739.81,25526739.81,02/15/1981,15/08/2020,08/01/1971
IDA02270,LATIN AMERICA AND CARIBBEAN,El Salvador,Fully Repaid,0.75,USD,P007147,POWER(GAS TURB. TRAN,6343811.35,0,0,6343811.35,6343811.35,04/15/1981,15/10/2020,13/01/1971
IDA02280,SOUTH ASIA,Pakistan,Fully Cancelled,0.75,USD,P009360,CYCLONE AREA REHAB.,25000000,25000000,0,0,0,04/15/1981,15/10/2020,13/01/1971
IDA02290,AFRICA WEST,Cameroon,Fully Repaid,0.75,USD,P000319,PORT I,1603644.86,0,0,1603644.86,1603644.86,06/01/1981,01/12/2020,14/01/1971
IDA02300,SOUTH ASIA,India,Fully Cancelled,0.75,USD,P009652,AGRICULTURAL-AVIATIO,6000000,6000000,0,0,0,11/15/1980,15/05/2020,28/01/1971
IDA02311,AFRICA WEST,Niger,Fully Repaid,0.75,USD,P001937,ROAD II,6037940.18,0,0,6037940.18,6037940.18,01/15/1981,15/07/2020,29/01/1971
IDA02312,AFRICA WEST,Niger,Fully Repaid,0.75,USD,P001937,ROAD II,850000,97507.31,0,752492.69,752492.69,01/15/1981,15/07/2020,26/11/1973
IDA02320,AFRICA EAST,Tanzania,Fully Repaid,0.75,USD,P002683,EDUCATION III,3300000,0,0,3300000,3300000,04/15/1981,15/10/2020,05/02/1971
IDA02330,AFRICA EAST,Botswana,Fully Repaid,0.75,USD,P000128,WATER SUPPLY,3136663.11,73993.23,0,3062669.88,3062669.88,06/01/1981,01/12/2020,10/02/1971
IDA02340,EAST ASIA AND PACIFIC,"Korea, Republic of",Fully Repaid,0.75,USD,P004046,LIVESTOCK,7236935.64,0,0,7236935.64,7236935.64,05/15/1981,15/11/2020,11/02/1971
IDA02350,LATIN AMERICA AND CARIBBEAN,Dominican Republic,Fully Repaid,0.75,USD,P006979,EDUCATION I,4003331.67,0,0,4003331.67,4003331.67,04/01/1981,01/10/2020,18/02/1971
IDA02360,EUROPE AND CENTRAL ASIA,Turkey,Fully Repaid,0.75,USD,P008889,LIVESTOCK I,4503104.16,0,0,4503104.16,4503104.16,04/01/1981,01/10/2020,22/02/1971
IDA02370,AFRICA WEST,"Congo, Republic of",Fully Repaid,0.75,USD,P000539,EDUCATION,3504507.79,0,0,3504507.79,3504507.79,04/15/1981,15/10/2020,26/03/1971
IDA02371,AFRICA WEST,"Congo, Republic of",Fully Repaid,0.75,USD,P000539,EDUCATION,500000,90.99,0,499909.01,499909.01,04/15/1981,15/10/2020,05/05/1977
IDA02380,MIDDLE EAST AND NORTH AFRICA,Tunisia,Fully Repaid,0.75,USD,P005604,POPULATION,9607617.96,110453.19,0,9497164.77,4752391.36,05/15/1981,15/11/2020,05/04/1971
IDA02390,AFRICA EAST,Mauritius,Fully Repaid,0.75,USD,P001878,TEA DEVELOPMENT,5417156.29,0,0,5417156.29,5417156.29,08/15/1981,15/02/2021,09/04/1971
IDA02400,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Repaying,0.75,USD,P005847,ROADS I,1691063.73,0,0,1691063.73,1691063.73,05/15/1981,15/11/2020,21/04/1971
IDA02410,SOUTH ASIA,India,Fully Repaid,0.75,USD,P009656,TELECOMMUNICATIONS I,78578918.02,0,0,78578918.02,78578918.02,06/15/1981,15/12/2020,03/05/1971
IDA02420,SOUTH ASIA,India,Fully Repaid,0.75,USD,P009657,POWER TRANSMISSION,75000000,2065036.38,0,72934963.62,72934963.62,08/15/1981,15/02/2021,03/05/1971
IDA02430,AFRICA EAST,Ethiopia,Fully Repaid,0.75,USD,P000672,EDUCATION II,9524294.43,0,0,9524294.43,9524294.43,04/15/1981,15/10/2020,06/05/1971
IDA02440,AFRICA EAST,Malawi,Fully Repaid,0.75,USD,P001593,LILONGWE AGRIC DEV I,7411453.75,0,0,7411453.75,7411453.75,07/15/1981,15/01/2021,13/05/1971
IDA02450,LATIN AMERICA AND CARIBBEAN,Dominican Republic,Fully Repaid,0.75,USD,P006978,LIVESTOCK/DAIRY FARM,5078271.71,0,0,5078271.71,5078271.71,05/15/1981,15/11/2020,19/05/1971
IDA02460,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003710,SEEDS I.,7600091.15,33154.39,0,7566936.76,7566936.76,11/01/1981,01/05/2021,19/05/1971
IDA02470,AFRICA EAST,Somalia,Fully Repaid,0.75,USD,P002440,EDUCATION,3304288.38,0,0,3304288.38,3304288.38,06/01/1981,01/12/2020,03/06/1971
IDA02480,SOUTH ASIA,Afghanistan,Fully Repaid,0.75,USD,P009302,KHANABAD IRRIGATION,5057221.89,22687.38,0,5034534.51,5034534.51,06/15/1981,15/12/2020,11/06/1971
IDA02481,SOUTH ASIA,Afghanistan,Fully Repaid,0.75,USD,P009302,KHANABAD IRRIGATION,10000000,4757155.8,0,5242844.2,5242844.2,06/15/1981,15/12/2020,19/01/1976
IDA02490,SOUTH ASIA,India,Fully Repaid,0.75,USD,P009655,CREDIT-HARYANA,25467501.91,0,0,25467501.91,25467501.91,09/01/1981,01/03/2021,11/06/1971
IDA02500,SOUTH ASIA,India,Fully Repaid,0.75,USD,P009654,CREDIT-TAMIL NADU,35442656.9,0,0,35442656.9,35442656.9,09/01/1981,01/03/2021,11/06/1971
IDA02511,AFRICA WEST,Chad,Fully Repaid,0.75,USD,P000484,EDUCATION II,2206237.88,0,0,2206237.88,2206237.88,06/01/1981,01/12/2020,16/06/1971
IDA02512,AFRICA WEST,Chad,Fully Repaid,0.75,USD,P000484,EDUCATION II,500000,24836.41,0,475163.59,475163.59,06/01/1981,01/12/2020,23/08/1973
IDA02520,AFRICA WEST,Senegal,Fully Repaid,0.75,USD,P002277,RICE DEVELOPMENT,3720374.71,31378.17,0,3688996.54,3688996.54,10/01/1981,01/04/2021,18/06/1971
IDA02530,AFRICA WEST,Senegal,Fully Repaid,0.75,USD,P002278,EDUCATION,2006456.39,4329.95,0,2002126.44,2002126.44,12/01/1981,01/06/2021,18/06/1971
IDA02540,AFRICA WEST,Senegal,Fully Repaid,0.75,USD,P002276,AGRIG DEVT TERRES-NE,1366119.01,1929.66,0,1364189.35,1264189.35,11/01/1981,01/05/2021,18/06/1971
IDA02550,AFRICA EAST,"Congo, Democratic Republic of",Fully Repaid,0.75,USD,P003013,RIVER TRANSPORT I,7036590.61,83337.04,0,6953253.57,6953253.57,09/15/1981,15/03/2021,21/06/1971
IDA02560,AFRICA WEST,Ghana,Fully Repaid,0.75,USD,P000841,POWER DISTRIB ECA II,8140766.42,0,0,8140766.42,8140766.42,09/01/1981,01/03/2021,21/06/1971
IDA02570,EUROPE AND CENTRAL ASIA,Turkey,Fully Repaid,0.75,USD,P008890,VEGETABLE FARMING,15009307.03,0,0,15009307.03,15009307.03,10/01/1981,01/04/2021,22/06/1971
IDA02580,AFRICA EAST,Uganda,Fully Repaid,0.75,USD,P002901,EDUCATION II,7300000,1290.61,0,7298709.39,7298709.39,09/15/1981,15/03/2021,23/06/1971
IDA02590,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003713,TEA EST. III,15120809.62,152011.5,0,14968798.12,14968798.12,08/15/1981,15/02/2021,24/06/1971
IDA02600,EAST ASIA AND PACIFIC,Indonesia,Fully Repaid,0.75,USD,P003716,HIGHWAY II,34305419.93,0,0,34305419.93,34305419.93,09/01/1981,01/03/2021,24/06/1971
IDA02610,LATIN AMERICA AND CARIBBEAN,Bolivia,Fully Repaid,0.75,USD,P006116,LIVESTOCK III,6811792.23,171743.73,0,6640048.5,6640048.5,11/15/1981,15/05/2021,25/06/1971
IDA02620,MIDDLE EAST AND NORTH AFRICA,Jordan,Repaying,0.75,USD,P005243,HIGHWAYS I,6288884.76,0,0,6288884.76,6288884.76,09/15/1981,15/03/2021,28/06/1971
IDA02630,MIDDLE EAST AND NORTH AFRICA,Tunisia,Fully Repaid,0.75,USD,P005607,AGRICULTURAL CREDIT I,3152447.22,0,0,3152447.22,3152447.22,09/15/1981,15/03/2021,12/07/1971
IDA02640,SOUTH ASIA,India,Fully Repaid,0.75,USD,P009664,FERT.COCHIN,20114706.48,107839.51,0,20006866.97,20006866.97,10/01/1981,01/04/2021,30/07/1971
IDA02650,AFRICA EAST,Tanzania,Fully Repaid,0.75,USD,P002686,HIGHWAYS III,6512525.74,0,0,6512525.74,6512525.74,03/01/1982,01/09/2021,06/08/1971
IDA02660,MIDDLE EAST AND NORTH AFRICA,Morocco,Repaying,0.75,USD,P005362,EDUCATION II,8500000,0,0,8500000,8500000,09/15/1981,15/03/2021,18/08/1971
